name, num. of atoms, atomic types, rmsd, max. deviation, av. deviation, pearson**2
NSC_409323,27,"C, H, I, N, O, S",0.0851,0.2747,0.0612,0.9454
NSC_112680,40,"C, H, O, S",0.0851,0.3371,0.0551,0.973
NSC_101647,28,"C, H, N, O",0.0852,0.2301,0.0654,0.9201
NSC_152584,37,"C, H, N, O, S",0.0852,0.3044,0.0543,0.9835
NSC_10433,21,"C, H, N, O, S",0.0852,0.234,0.0614,0.9841
NSC_351583,37,"C, H, I, N, O, S",0.0853,0.2725,0.0646,0.9719
NSC_26908,16,"C, H, N, O, S",0.0853,0.2576,0.0595,0.9606
NSC_10287,16,"C, F, H, N, O",0.0853,0.1785,0.0709,0.9488
NSC_112748,56,"C, H, N, O, P",0.0853,0.3772,0.0585,0.9849
NSC_103231,28,"C, Cl, H, N, O, S",0.0853,0.2526,0.0634,0.9786
NSC_110906,24,"C, Cl, H, N, O, S",0.0853,0.2383,0.059,0.9881
NSC_117886,55,"C, F, H, N, O, P",0.0853,0.3878,0.0532,0.9769
NSC_372368,12,"C, H, N, P",0.0854,0.1688,0.0732,0.9849
NSC_100053,41,"C, H, N, O, S",0.0854,0.2653,0.0628,0.9371
NSC_128317,22,"C, H, I, O",0.0854,0.1781,0.0666,0.963
NSC_134227,42,"C, Cl, H, O, S",0.0854,0.2554,0.064,0.9895
NSC_281645,16,"C, H, I, O",0.0855,0.2338,0.0563,0.9109
NSC_202821,19,"C, Cl, H, S",0.0855,0.2606,0.0573,0.9098
NSC_342480,36,"C, H, I, N, O, S",0.0855,0.2776,0.0615,0.972
NSC_119771,50,"C, H, N, O, S",0.0855,0.2849,0.0577,0.9175
NSC_102502,18,"C, H, N, O",0.0855,0.2624,0.0613,0.9307
NSC_141051,51,"C, H, N, O, S",0.0856,0.3294,0.0589,0.9758
NSC_124816,23,"C, H, I, N, O, S",0.0856,0.2104,0.0654,0.91
NSC_105511,21,"C, H, N, O",0.0856,0.2591,0.0648,0.9394
NSC_651426,36,"Br, C, H, I, N, O",0.0856,0.2755,0.0598,0.9532
NSC_10435,29,"C, H, N, O, S",0.0856,0.1927,0.0672,0.9895
NSC_105827,37,"C, H, N, O, S",0.0856,0.3537,0.0587,0.9546
NSC_10248,14,"C, F, H, N, O",0.0856,0.1763,0.0718,0.9358
NSC_108060,26,"C, H, N, O",0.0856,0.2657,0.0594,0.8998
NSC_41208,21,"C, Cl, H, O, S",0.0857,0.3018,0.0553,0.9912
NSC_10380,18,"C, H, N, O",0.0857,0.2508,0.0688,0.9555
NSC_116272,68,"C, H, N, O, S",0.0857,0.2686,0.0641,0.9746
NSC_103661,46,"C, F, H, N",0.0857,0.1637,0.0671,0.9378
NSC_240396,20,"C, Cl, H, O, S",0.0857,0.1661,0.059,0.9905
NSC_101857,10,"C, H, O, S",0.0858,0.1598,0.0675,0.9882
NSC_1004,25,"C, H, N, O",0.0858,0.2733,0.0634,0.9626
NSC_111362,30,"C, H, N, O, S",0.0858,0.3647,0.0549,0.9447
NSC_10048,24,"C, H, N, O",0.0858,0.2292,0.069,0.954
NSC_111361,30,"C, H, N, O, S",0.0858,0.3647,0.0549,0.9447
NSC_619594,40,"C, H, I, N, O, S",0.0859,0.2732,0.0646,0.973
NSC_116526,22,"C, H, N, O, S",0.0859,0.3096,0.0548,0.9399
NSC_104151,39,"C, H, N, O, S",0.0859,0.2354,0.061,0.9771
NSC_620304,33,"C, Cl, H, I, N, O, S",0.086,0.2411,0.0645,0.9724
NSC_116757,24,"C, H, I, N, O",0.086,0.265,0.0605,0.8871
NSC_103800,17,"C, H, N, O",0.086,0.2161,0.069,0.9519
NSC_105313,31,"C, H, N, O",0.0861,0.2545,0.0661,0.9227
NSC_116841,41,"C, H, N, O, S",0.0861,0.2602,0.061,0.9711
NSC_110419,26,"C, Cl, H, N, O",0.0861,0.2665,0.0608,0.8976
NSC_169211,29,"C, H, N, O, S",0.0861,0.2219,0.0714,0.9882
NSC_119716,25,"C, H, I, N, O",0.0861,0.1825,0.0656,0.8499
NSC_119768,47,"C, Cl, H, N, O, S",0.0861,0.2793,0.0596,0.9031
NSC_41123,10,"C, H, I, O",0.0862,0.1403,0.0712,0.9598
NSC_118974,33,"C, H, N, O, S",0.0862,0.4011,0.0509,0.9087
NSC_157329,19,"C, H, N, S",0.0863,0.2688,0.0623,0.8875
NSC_124817,23,"C, H, I, N, O, S",0.0863,0.2115,0.0635,0.9079
NSC_37412,26,"C, H, I, N, O",0.0863,0.2319,0.0594,0.9597
NSC_102503,17,"C, Cl, H, N, O",0.0864,0.2595,0.0613,0.8937
NSC_107123,25,"C, H, N, S",0.0864,0.3412,0.0544,0.9205
NSC_103549,30,"C, H, N, O, S",0.0864,0.3573,0.0573,0.9454
NSC_229540,15,"C, H, N, O, S",0.0865,0.2161,0.0666,0.9597
NSC_101780,34,"C, H, N, O, P",0.0865,0.2881,0.0579,0.9767
NSC_287992,21,"C, Cl, H, N, S",0.0865,0.2657,0.0511,0.9659
NSC_65441,17,"C, H, I",0.0865,0.3053,0.0565,0.9337
NSC_114634,24,"C, H, O, P",0.0866,0.2473,0.0637,0.9837
NSC_100886,14,"Br, C, H, O",0.0866,0.1498,0.072,0.9729
NSC_190696,15,"Br, C, H, I, O",0.0866,0.1882,0.0659,0.9518
NSC_400403,25,"C, H, I, N, O, S",0.0867,0.2881,0.0618,0.8722
NSC_2022,24,"C, Cl, H, O, S",0.0867,0.2069,0.0667,0.9897
NSC_10737,21,"C, H, N, O",0.0867,0.2533,0.0676,0.9491
NSC_107982,37,"C, H, N, O, S",0.0868,0.3308,0.0498,0.8946
NSC_114606,31,"C, F, H, N, O, P",0.0868,0.253,0.0647,0.978
NSC_103154,31,"C, H, O, P",0.0868,0.2918,0.049,0.9791
NSC_205928,34,"C, H, I, N, O, S",0.0869,0.364,0.0583,0.9213
NSC_10120,21,"C, H, N, O",0.0869,0.2207,0.0633,0.9104
NSC_190702,15,"Br, C, H, I, O",0.087,0.1806,0.0677,0.9495
NSC_107858,37,"C, Cl, H, N, O, S",0.087,0.3367,0.0504,0.8935
NSC_409308,27,"C, H, I, N, O, S",0.087,0.2744,0.0627,0.9425
NSC_10265,16,"C, F, H, N, O",0.0872,0.1644,0.0763,0.9472
NSC_287994,24,"C, H, N, S",0.0872,0.2852,0.0484,0.9592
NSC_120856,32,"C, H, N, O, S",0.0872,0.2436,0.066,0.9468
NSC_10055,12,"C, H, O, S",0.0872,0.1646,0.0746,0.9619
NSC_306748,16,"C, H, N, O, S",0.0872,0.2455,0.0595,0.9634
NSC_102046,27,"C, F, H, N, O",0.0873,0.2386,0.0684,0.9123
NSC_102579,17,"C, H, N",0.0873,0.1827,0.0659,0.8483
NSC_172172,26,"C, H, N, O, S",0.0873,0.2833,0.0635,0.9925
NSC_13139,22,"C, H, N, O, S",0.0874,0.2077,0.0648,0.9819
NSC_121938,47,"C, H, N, O, S",0.0874,0.2966,0.0597,0.9025
NSC_104985,24,"C, H, N, S",0.0875,0.3143,0.063,0.9343
NSC_105788,76,"C, H, N, O",0.0875,0.2673,0.0626,0.934
NSC_12117,22,"C, H, N, O, P",0.0875,0.2089,0.0601,0.9851
NSC_125564,35,"C, H, O, S",0.0876,0.2428,0.0595,0.9775
NSC_119900,24,"C, H, N, O, S",0.0876,0.3009,0.0566,0.8807
NSC_102519,26,"C, Cl, H, N, O",0.0876,0.2544,0.0614,0.8821
NSC_116837,51,"C, H, N, O, S",0.0877,0.2646,0.0612,0.9662
NSC_220043,25,"C, H, I, N, O",0.0877,0.2722,0.062,0.9438
NSC_135150,15,"C, H, I, O",0.0877,0.2088,0.0697,0.9467
NSC_221290,25,"C, H, I, O",0.0877,0.213,0.0677,0.9156
NSC_109843,32,"C, H, N, O, S",0.0877,0.35,0.0593,0.9745
NSC_2379,21,"C, H, O, S",0.0877,0.2085,0.0675,0.9512
NSC_121595,17,"C, H, O, S",0.0878,0.1974,0.0577,0.9905
NSC_736202,41,"C, H, I, N, O",0.0878,0.2628,0.061,0.9032
NSC_4567,31,"C, H, I, O, S",0.0878,0.3126,0.0639,0.9888
NSC_104960,27,"C, H, N, O, S",0.0878,0.3684,0.0553,0.9249
NSC_38486,32,"H, N, P",0.0879,0.2286,0.0646,0.9951
NSC_712821,26,"C, H, I, O",0.0879,0.3082,0.0558,0.8934
NSC_112728,35,"C, H, N, O, S",0.0879,0.3469,0.056,0.9872
NSC_101124,23,"Br, C, H, N, O",0.088,0.2705,0.0629,0.9383
NSC_304137,51,"C, H, N, S",0.088,0.4408,0.0496,0.9491
NSC_10069,16,"Br, C, H, N, O",0.088,0.2589,0.0599,0.9272
NSC_104152,39,"C, H, N, O, S",0.088,0.2495,0.0615,0.9763
NSC_347493,18,"C, H, I, N, O, S",0.0881,0.1974,0.0698,0.9815
NSC_10311,17,"C, F, H, N, O",0.0881,0.1943,0.0695,0.954
NSC_103527,33,"C, H, N, O, S",0.0882,0.3609,0.0604,0.9421
NSC_106281,19,"C, Cl, H, N, O",0.0882,0.2204,0.0685,0.9088
NSC_23131,23,"C, H, O, S",0.0882,0.3205,0.049,0.9748
NSC_2125,8,"C, H, I, O",0.0883,0.1884,0.0692,0.9741
NSC_139459,43,"C, H, N, O, S",0.0884,0.2559,0.0597,0.9791
NSC_100726,17,"C, F, H, N, O, S",0.0884,0.2407,0.064,0.9837
NSC_10335,18,"C, F, H, N, O",0.0884,0.2517,0.0662,0.9096
NSC_149858,26,"C, H, N, O, S",0.0884,0.265,0.0525,0.975
NSC_93251,14,"C, Cl, H, I, O",0.0884,0.1912,0.0594,0.8792
NSC_94575,31,"C, H, I, N, O",0.0885,0.278,0.0642,0.8774
NSC_668371,28,"C, H, I, O",0.0885,0.3016,0.0584,0.898
NSC_101048,41,"C, H, S",0.0886,0.3247,0.0599,0.9027
NSC_4515,29,"C, H, I, O, S",0.0886,0.229,0.067,0.98
NSC_100724,20,"C, H, N, O, S",0.0887,0.3119,0.0539,0.9324
NSC_271932,25,"C, H, I, N, O",0.0887,0.2814,0.0622,0.9051
NSC_9905,18,"C, H, I, N, O",0.0887,0.222,0.0607,0.9663
NSC_619595,33,"C, Cl, H, I, N, O, S",0.0887,0.2708,0.0669,0.9708
NSC_651042,17,"C, Cl, H, I, N, O",0.0887,0.1623,0.075,0.9478
NSC_106077,33,"C, H, N, O",0.0888,0.2751,0.0603,0.931
NSC_10756,63,"C, H, N, O",0.0888,0.351,0.0583,0.9416
NSC_120741,28,"C, H, N, O, S",0.0888,0.2773,0.0664,0.9489
NSC_107381,31,"C, F, H, N, O, S",0.0888,0.2126,0.0682,0.9782
NSC_1051,33,"C, H, N, O",0.0889,0.2636,0.0652,0.9183
NSC_211731,21,"C, Cl, H, N, O, S",0.0889,0.261,0.0723,0.9741
NSC_136555,28,"C, Cl, H, N, O, S",0.089,0.2556,0.0646,0.8595
NSC_166042,41,"C, H, I, N, O, S",0.089,0.3586,0.0586,0.9333
NSC_170968,18,"C, H, O",0.0891,0.2298,0.0725,0.9573
NSC_117888,46,"C, H, N, O, P",0.0891,0.4135,0.053,0.9712
NSC_14812,21,"Br, C, H, I, N, O",0.0891,0.2635,0.0614,0.9348
NSC_149857,28,"C, H, N, O, S",0.0891,0.2952,0.0535,0.973
NSC_59822,31,"C, Cl, H, O, S",0.0891,0.2008,0.0752,0.9934
NSC_715716,45,"C, H, I, N, O, S",0.0891,0.2749,0.0594,0.9024
NSC_10388,19,"Br, C, H, N, O",0.0892,0.2524,0.063,0.9259
NSC_10479,17,"C, H, N, O, S",0.0892,0.2034,0.065,0.9857
NSC_101086,32,"C, H, N, O",0.0892,0.2552,0.0674,0.9358
NSC_102735,41,"C, H, N, O, S",0.0892,0.3745,0.0601,0.9223
NSC_106540,36,"C, H, N, O, S",0.0894,0.4128,0.0569,0.9439
NSC_103678,50,"C, Cl, H, N, O",0.0894,0.2547,0.0672,0.8776
NSC_108819,16,"Br, C, H, O, S",0.0895,0.1855,0.0737,0.9509
NSC_160617,18,"C, H, S",0.0895,0.1812,0.0709,0.8467
NSC_105559,29,"C, H, N, O",0.0895,0.2449,0.0676,0.8896
NSC_104462,20,"C, H, N, O",0.0896,0.2643,0.0643,0.8826
NSC_213326,17,"C, Cl, H, S",0.0896,0.2586,0.071,0.8379
NSC_109141,20,"C, H, O, P",0.0896,0.251,0.0536,0.986
NSC_137373,38,"C, H, I, N, O",0.0896,0.3676,0.0583,0.9384
NSC_511710,15,"C, Cl, H, O, S",0.0896,0.1817,0.0729,0.9943
NSC_10047,20,"C, H, N, O",0.0897,0.2367,0.073,0.9408
NSC_43217,20,"C, H, I, N, O",0.0898,0.2873,0.0611,0.9091
NSC_110693,28,"C, H, N, O, S",0.0898,0.3708,0.0563,0.9171
NSC_101834,13,"C, Cl, H, N",0.0899,0.2616,0.0549,0.8221
NSC_110703,35,"C, H, N, O, P",0.09,0.2512,0.0661,0.9745
NSC_160441,37,"C, H, S",0.09,0.2527,0.0651,0.9034
NSC_119764,45,"C, F, H, N, S",0.09,0.2857,0.0641,0.9079
NSC_326231,32,"C, H, N, O, S",0.0901,0.2238,0.0615,0.9813
NSC_102737,35,"Br, C, H, N, O, S",0.0901,0.3696,0.0611,0.903
NSC_102732,35,"C, Cl, H, N, O, S",0.0901,0.378,0.0607,0.9023
NSC_381100,32,"C, H, N, O, S",0.0901,0.2238,0.0615,0.9813
NSC_243183,31,"C, H, O, S",0.0902,0.3759,0.0539,0.9451
NSC_107403,48,"C, H, N, O, S",0.0902,0.485,0.0548,0.9556
NSC_10478,14,"C, H, N, O",0.0902,0.238,0.0675,0.9402
NSC_10344,20,"Br, C, H, N, O",0.0902,0.249,0.0677,0.9236
NSC_104965,42,"C, Cl, H, N, O, S",0.0902,0.2635,0.0597,0.9874
NSC_194608,18,"C, Cl, H, S",0.0902,0.1721,0.0736,0.8274
NSC_107399,48,"C, H, N, O, S",0.0902,0.485,0.0548,0.9556
NSC_140253,23,"C, H, I, N, O, S",0.0903,0.2531,0.0669,0.9744
NSC_124783,31,"C, H, N, O, S",0.0903,0.2763,0.0634,0.9669
NSC_83969,15,"C, H, I, O",0.0903,0.1833,0.0684,0.9279
NSC_127166,30,"C, H, N, O, S",0.0903,0.2475,0.0659,0.9777
NSC_123054,29,"C, H, I, N, O, S",0.0905,0.3513,0.0609,0.9735
NSC_123335,44,"C, F, H, O, P",0.0906,0.3217,0.0567,0.9849
NSC_119169,33,"C, H, N, O, S",0.0907,0.4133,0.057,0.9445
NSC_344500,16,"Br, C, H, N, O",0.0908,0.2237,0.0688,0.894
NSC_102740,42,"C, H, N, S",0.0908,0.3599,0.0636,0.8837
NSC_124162,19,"C, H, N, O, S",0.0908,0.2318,0.0739,0.987
NSC_676,26,"C, H, O",0.0908,0.2161,0.0686,0.9673
NSC_156649,34,"C, H, I, N, O",0.0908,0.2618,0.0629,0.8948
NSC_110559,18,"C, H, N, O, S",0.0908,0.2377,0.0565,0.9923
NSC_111180,19,"C, H, N, O, S",0.0909,0.2453,0.063,0.9613
NSC_10292,16,"C, F, H, N, O",0.0909,0.2421,0.0685,0.9357
NSC_350627,17,"C, Cl, H, N, O, S",0.0909,0.252,0.0719,0.9777
NSC_523894,24,"C, H, I, N, O",0.0909,0.277,0.0633,0.932
NSC_101673,42,"C, H, N, O, S",0.091,0.2785,0.0589,0.9869
NSC_10260,14,"C, F, H, N, O",0.091,0.2311,0.0733,0.9202
NSC_111555,24,"C, H, N, O",0.091,0.2384,0.0682,0.9028
NSC_143329,24,"C, H, I, O",0.0911,0.2842,0.0571,0.9186
NSC_10259,14,"C, F, H, N, O",0.0911,0.1958,0.0752,0.9221
NSC_105021,36,"C, H, N, O, S",0.0912,0.4201,0.0579,0.9419
NSC_101744,32,"C, H, N, O, S",0.0912,0.2545,0.0632,0.9801
NSC_102733,34,"C, Cl, H, N, S",0.0912,0.3681,0.0637,0.8679
NSC_13411,22,"C, H, N, S",0.0913,0.2449,0.0641,0.8544
NSC_170965,20,"C, H, O",0.0913,0.2239,0.074,0.9531
NSC_105291,26,"C, H, N, O",0.0913,0.2782,0.0701,0.9301
NSC_401699,17,"C, H, I, N, O",0.0914,0.2801,0.0591,0.8865
NSC_116496,25,"C, H, N, O, S",0.0914,0.3192,0.0638,0.9296
NSC_103665,50,"C, H, N, O",0.0914,0.2714,0.0663,0.8782
NSC_24644,18,"C, H, I, N, O",0.0915,0.2763,0.0666,0.8985
NSC_620305,33,"C, F, H, I, N, O, S",0.0915,0.2333,0.0701,0.9698
NSC_149859,25,"C, H, N, O, S",0.0916,0.2837,0.0545,0.9739
NSC_100962,27,"C, H, O",0.0916,0.2453,0.0656,0.9411
NSC_81212,17,"C, Cl, H, N, O, S",0.0917,0.2538,0.0707,0.9752
NSC_116036,25,"C, H, I, N, O",0.0917,0.1765,0.0734,0.9566
NSC_102885,28,"C, H, N, O",0.0917,0.2802,0.0611,0.8512
NSC_116714,41,"C, H, O, P",0.0918,0.4029,0.0524,0.975
NSC_109825,16,"C, H, N, O, S",0.0918,0.2478,0.0692,0.9662
NSC_100774,42,"C, H, N, O, S",0.0918,0.2852,0.0592,0.9868
NSC_170967,15,"C, H, O",0.0918,0.2233,0.0771,0.9664
NSC_10246,16,"C, F, H, N, O",0.0918,0.1597,0.0758,0.9256
NSC_2124,11,"C, H, I, O",0.0919,0.1761,0.069,0.9662
NSC_310164,17,"C, H, I, N, O",0.0919,0.2824,0.0597,0.895
NSC_120787,26,"C, H, N, O, S",0.092,0.3093,0.0673,0.9366
NSC_120738,28,"C, H, N, O, S",0.092,0.2474,0.0719,0.9467
NSC_118967,26,"C, H, N, O, S",0.092,0.3926,0.0534,0.9267
NSC_152590,33,"C, H, N, O, S",0.0921,0.3534,0.0632,0.966
NSC_101987,28,"C, F, H, N, O",0.0922,0.2752,0.0637,0.8702
NSC_220079,30,"C, H, N, O",0.0922,0.2723,0.0672,0.9323
NSC_9806,17,"C, Cl, H, N, O, S",0.0922,0.2493,0.0732,0.9785
NSC_111232,14,"C, H, N, O",0.0922,0.2192,0.0755,0.9065
NSC_84301,14,"C, H, I, O",0.0922,0.2412,0.0649,0.8613
NSC_105626,30,"C, H, N, O",0.0923,0.263,0.0681,0.8838
NSC_3784,22,"C, H, I, N, O, S",0.0924,0.2151,0.0704,0.9795
NSC_266280,18,"C, H, I, O",0.0924,0.2125,0.0683,0.9633
NSC_158411,40,"C, H, N, O, S",0.0925,0.265,0.0691,0.9202
NSC_149429,15,"C, H, I, O",0.0925,0.1992,0.0672,0.945
NSC_106566,26,"C, H, N, O",0.0925,0.179,0.0794,0.9377
NSC_108625,37,"C, H, N, O, P",0.0925,0.2899,0.0697,0.9834
NSC_107822,36,"C, H, N, O, S",0.0927,0.2553,0.0688,0.9684
NSC_10274,16,"C, Cl, F, H, N, O",0.0927,0.2397,0.0676,0.9257
NSC_120762,29,"C, H, N, O, S",0.0927,0.2555,0.0715,0.9423
NSC_68264,12,"C, F, H, I",0.0927,0.2037,0.0684,0.9135
NSC_517262,17,"C, Cl, H, O, S",0.0927,0.2446,0.0658,0.9895
NSC_149336,26,"C, H, N, O, S",0.0927,0.2422,0.0704,0.8697
NSC_116564,31,"C, H, N, O, S",0.0928,0.2497,0.0641,0.9805
NSC_666731,21,"C, H, I, O",0.0928,0.3031,0.0629,0.9167
NSC_4512,22,"C, H, I, N, O, S",0.0928,0.2801,0.069,0.9797
NSC_104962,42,"C, F, H, N, O, S",0.0929,0.2335,0.0626,0.9862
NSC_103961,41,"C, F, H, N, O, S",0.093,0.2615,0.0614,0.9864
NSC_112483,27,"C, H, N, S",0.093,0.3368,0.0625,0.8642
NSC_10252,16,"Br, C, H, N, O",0.093,0.1937,0.0759,0.8844
NSC_64854,12,"C, H, I, N, O",0.093,0.2005,0.0672,0.9553
NSC_158365,34,"C, H, N, O, S",0.093,0.2839,0.0665,0.8908
NSC_100235,35,"C, H, N, O",0.0931,0.2632,0.0671,0.8911
NSC_49752,20,"C, Cl, H, N, O, S",0.0931,0.2612,0.0722,0.975
NSC_191809,18,"C, H, I, O",0.0931,0.1721,0.0772,0.9434
NSC_108631,23,"C, H, N, O, P",0.0931,0.244,0.0723,0.9804
NSC_23130,17,"C, H, O, S",0.0932,0.298,0.0527,0.9837
NSC_106503,31,"C, H, N, O",0.0933,0.2624,0.0667,0.8784
NSC_208746,17,"C, H, N, S",0.0933,0.3073,0.0596,0.9362
NSC_123520,20,"C, F, H, N, O, S",0.0933,0.2567,0.0682,0.9772
NSC_293,17,"C, H, I, N, O",0.0933,0.2813,0.0641,0.8921
NSC_170972,21,"C, H, O",0.0933,0.2296,0.0738,0.9443
NSC_101591,21,"C, F, H, O",0.0934,0.2244,0.0763,0.9202
NSC_125991,31,"C, H, N, O, S",0.0934,0.2776,0.0657,0.9635
NSC_10244,14,"C, Cl, H, N, O",0.0934,0.2371,0.0738,0.8208
NSC_170969,21,"C, H, O",0.0935,0.2226,0.0794,0.9485
NSC_23129,11,"C, H, O, S",0.0936,0.2505,0.0517,0.9847
NSC_406476,15,"C, H, I, N, O",0.0936,0.2576,0.0722,0.9191
NSC_619596,33,"C, F, H, I, N, O, S",0.0936,0.2656,0.072,0.9686
NSC_107518,32,"Br, C, H, N, O, S",0.0936,0.3935,0.0644,0.9377
NSC_10235,14,"C, Cl, H, N, O",0.0937,0.2379,0.0739,0.7931
NSC_101839,17,"C, H, N, O",0.0937,0.2273,0.0684,0.9204
NSC_287993,23,"C, H, N, O, S",0.0938,0.2813,0.057,0.9531
NSC_222411,9,"C, H, I, N",0.0938,0.1411,0.0877,0.9173
NSC_312844,31,"C, H, O, S",0.0938,0.3073,0.0637,0.9431
NSC_139736,34,"C, H, N, S",0.0938,0.3125,0.0622,0.9261
NSC_110561,18,"C, Cl, H, N, O, S",0.0939,0.265,0.0609,0.9925
NSC_651429,36,"C, H, I, N, O",0.0939,0.3696,0.0596,0.9463
NSC_117430,27,"C, H, N, O, S",0.094,0.2709,0.0728,0.9395
NSC_727370,25,"C, F, H, O, P",0.094,0.3565,0.051,0.9786
NSC_3739,18,"C, H, I, N, O",0.0941,0.2735,0.0661,0.8913
NSC_342710,14,"C, H, I, N, O",0.0941,0.2532,0.0698,0.9029
NSC_35804,5,"C, H, I",0.0942,0.1884,0.0754,0.9999
NSC_105636,34,"C, H, N, O",0.0942,0.2786,0.0651,0.8808
NSC_105611,28,"C, H, N, O",0.0943,0.2351,0.0738,0.8791
NSC_222441,41,"C, H, O, P",0.0943,0.4825,0.0441,0.9777
NSC_110704,43,"C, H, N, O, P",0.0943,0.2955,0.0687,0.9804
NSC_140589,17,"C, Cl, H, N, O, S",0.0943,0.2506,0.0768,0.9755
NSC_120763,29,"C, H, N, O, S",0.0944,0.2532,0.0724,0.9388
NSC_1044,33,"C, H, N, O",0.0945,0.3006,0.0655,0.9492
NSC_97505,15,"C, H, I, O",0.0945,0.1951,0.0719,0.9439
NSC_10262,12,"C, F, H, I",0.0945,0.2102,0.0667,0.905
NSC_347494,18,"C, H, I, N, O, S",0.0946,0.2073,0.075,0.9788
NSC_287995,17,"C, H, N, O, S",0.0947,0.2655,0.0556,0.9857
NSC_101319,37,"C, H, N, O, S",0.0947,0.3314,0.0658,0.9243
NSC_115681,31,"C, H, O, P",0.0947,0.366,0.0526,0.9817
NSC_107398,33,"C, H, N, O, S",0.0947,0.4237,0.0616,0.9491
NSC_112092,33,"C, H, N, O, S",0.0948,0.2717,0.0691,0.9742
NSC_128182,15,"C, H, N, O, S",0.0948,0.2738,0.0675,0.8473
NSC_194625,18,"C, H, I, O, S",0.0949,0.2599,0.0712,0.9924
NSC_129604,18,"C, H, I, N, O",0.095,0.274,0.0702,0.9047
NSC_74694,14,"C, H, I, O",0.095,0.2436,0.0642,0.8492
NSC_11774,19,"C, H, N, O, S",0.0951,0.3196,0.0573,0.9463
NSC_101746,31,"C, H, N, O, S",0.0951,0.2644,0.0663,0.978
NSC_117802,24,"C, H, N, O, P",0.0952,0.2108,0.0688,0.9876
NSC_123175,59,"C, H, O, P",0.0953,0.5105,0.057,0.9813
NSC_105547,18,"C, H, N, S",0.0953,0.3283,0.0615,0.9289
NSC_155230,22,"C, H, N, S",0.0953,0.2589,0.0617,0.8508
NSC_287996,27,"C, H, N, O, S",0.0954,0.2706,0.0754,0.9832
NSC_342709,14,"C, H, I, N, O",0.0954,0.2666,0.0678,0.9042
NSC_10382,19,"C, H, I, N, O",0.0954,0.2865,0.0703,0.9213
NSC_15257,26,"C, H, N, S",0.0954,0.2343,0.067,0.8535
NSC_108597,32,"C, H, N, O, S",0.0954,0.4251,0.0593,0.9459
NSC_10204,26,"C, H, N, O",0.0954,0.2893,0.0729,0.8711
NSC_121610,30,"C, H, N, O, S",0.0955,0.2532,0.0684,0.9625
NSC_10056,20,"C, H, N, O, P",0.0955,0.2145,0.0705,0.9842
NSC_24060,16,"C, H, I, N, O",0.0955,0.2731,0.0685,0.9196
NSC_129609,15,"C, H, I, O",0.0956,0.2181,0.067,0.9154
NSC_108630,20,"C, H, N, O, P",0.0956,0.2374,0.0757,0.9819
NSC_35343,17,"C, H, I, N, O",0.0956,0.2769,0.0676,0.887
NSC_68056,18,"C, H, N, O",0.0957,0.2384,0.0752,0.9234
NSC_12131,29,"C, H, N, O, S",0.0957,0.4083,0.0605,0.9219
NSC_109159,33,"C, H, N, O, S",0.0957,0.4353,0.0586,0.9446
NSC_118651,21,"C, H, N, O, S",0.0957,0.2071,0.0735,0.8628
NSC_408049,20,"C, H, I, N, O",0.0958,0.2701,0.0662,0.8197
NSC_110705,32,"C, H, N, O, P",0.0958,0.2428,0.0737,0.9745
NSC_4554,25,"C, H, I, N, O, S",0.0958,0.3174,0.0674,0.9734
NSC_1165,18,"C, Cl, H, N, S",0.0959,0.3417,0.0633,0.914
NSC_10059,23,"C, H, N, O",0.0959,0.2597,0.0739,0.9203
NSC_88994,21,"C, H, I, N, O",0.0959,0.2712,0.0661,0.9331
NSC_117801,24,"C, H, N, O, P",0.0959,0.211,0.0687,0.9876
NSC_669,14,"C, H, O",0.096,0.2254,0.0684,0.9646
NSC_103799,16,"C, Cl, H, N, O",0.096,0.2442,0.0754,0.9158
NSC_111118,26,"C, Cl, H, S",0.096,0.2452,0.068,0.8423
NSC_106604,27,"C, H, N, S",0.096,0.3449,0.0669,0.8775
NSC_203,28,"C, H, N, O, S",0.0961,0.274,0.0696,0.8515
NSC_176047,23,"C, H, I, N, O",0.0961,0.1669,0.0806,0.9371
NSC_111931,17,"C, Cl, H, O, S",0.0961,0.1959,0.0707,0.9842
NSC_101743,32,"C, H, N, O, S",0.0961,0.2651,0.0705,0.9762
NSC_117799,21,"C, H, N, O, P",0.0961,0.215,0.0711,0.9907
NSC_42977,16,"C, H, I, N, O",0.0962,0.2744,0.067,0.9175
NSC_10334,17,"C, F, H, N, O",0.0963,0.264,0.0753,0.9012
NSC_103846,54,"C, H, N, O",0.0963,0.2505,0.0727,0.8786
NSC_16845,36,"C, H, N, S",0.0964,0.294,0.0688,0.8649
NSC_57461,19,"C, H, I, N, O",0.0964,0.2857,0.0664,0.9198
NSC_100278,32,"C, H, N, O, S",0.0964,0.4212,0.0639,0.9344
NSC_82469,52,"C, H, O, P",0.0965,0.5408,0.0537,0.9523
NSC_170613,14,"C, H, I, N, S",0.0965,0.2596,0.0553,0.9223
NSC_102736,37,"C, H, N, O, S",0.0965,0.3988,0.0644,0.8867
NSC_133398,44,"C, H, N, O, S",0.0965,0.2526,0.0726,0.9789
NSC_114608,31,"C, F, H, N, O, P",0.0966,0.2571,0.0716,0.9735
NSC_10401,30,"C, H, N, O",0.0966,0.2795,0.0672,0.8902
NSC_11258,25,"C, H, N, O, S",0.0966,0.4071,0.0567,0.9379
